year,state,office,district,stage,runoff,special,special_termend,candidate,party,writein,mode,candidatevotes,unofficial,fusion_ticket,state_po,state_fips,state_cen,state_ic
1920,ALABAMA,US SENATE,0,GEN,FALSE,FALSE,,OSCAR W. UNDERWOOD,DEMOCRAT,FALSE,TOTAL,154664,FALSE,FALSE,AL,1,63,41
1920,ALABAMA,US SENATE,0,GEN,FALSE,FALSE,,L. H. REYHOLDS,REPUBLICAN,FALSE,TOTAL,77337,FALSE,FALSE,AL,1,63,41
1920,ALABAMA,US SENATE,0,GEN,FALSE,FALSE,,A. M. FORSMAN,SOCIALIST,FALSE,TOTAL,1984,FALSE,FALSE,AL,1,63,41
1920,ALABAMA,US SENATE,0,GEN,FALSE,TRUE,1925,J. THOMAS HEFLIN,DEMOCRAT,FALSE,TOTAL,160680,FALSE,FALSE,AL,1,63,41
1920,ALABAMA,US SENATE,0,GEN,FALSE,TRUE,1925,C. P. LUNSFORD,REPUBLICAN,FALSE,TOTAL,68460,FALSE,FALSE,AL,1,63,41
1920,ALABAMA,US SENATE,0,GEN,FALSE,TRUE,1925,W. H. CHICHESTER,SOCIALIST,FALSE,TOTAL,2820,FALSE,FALSE,AL,1,63,41
1920,ARIZONA,US SENATE,0,GEN,FALSE,FALSE,,MARCUS A. SMITH,DEMOCRAT,FALSE,TOTAL,29169,FALSE,FALSE,AZ,4,86,61
1920,ARIZONA,US SENATE,0,GEN,FALSE,FALSE,,RALPH H. CAMERON,REPUBLICAN,FALSE,TOTAL,35893,FALSE,FALSE,AZ,4,86,61
1920,ARKANSAS,US SENATE,0,GEN,FALSE,FALSE,,THADDEUS H. CARAWAY,DEMOCRAT,FALSE,TOTAL,126477,FALSE,FALSE,AR,5,71,42
1920,ARKANSAS,US SENATE,0,GEN,FALSE,FALSE,,CHARLES F. COLE,REPUBLICAN,FALSE,TOTAL,65381,FALSE,FALSE,AR,5,71,42
1920,CALIFORNIA,US SENATE,0,GEN,FALSE,FALSE,,JAMES D. PHELAN,DEMOCRAT,FALSE,TOTAL,371580,FALSE,FALSE,CA,6,93,71
1920,CALIFORNIA,US SENATE,0,GEN,FALSE,FALSE,,JAMES S. EDWARDS,PROHIBITION,FALSE,TOTAL,57768,FALSE,FALSE,CA,6,93,71
1920,CALIFORNIA,US SENATE,0,GEN,FALSE,FALSE,,SAMUEL M. SHORTRIDGE,REPUBLICAN,FALSE,TOTAL,447835,FALSE,FALSE,CA,6,93,71
1920,CALIFORNIA,US SENATE,0,GEN,FALSE,FALSE,,ELVINA S. BEALS,SOCIALIST,FALSE,TOTAL,36545,FALSE,FALSE,CA,6,93,71
1920,COLORADO,US SENATE,0,GEN,FALSE,FALSE,,TULLY SCOTT,DEMOCRAT,FALSE,TOTAL,112890,FALSE,FALSE,CO,8,84,62
1920,COLORADO,US SENATE,0,GEN,FALSE,FALSE,,G. F. STEVENS,FARMER LABOR,FALSE,TOTAL,9041,FALSE,FALSE,CO,8,84,62
1920,COLORADO,US SENATE,0,GEN,FALSE,FALSE,,CHARLES S. THOMAS,NATIONAL,FALSE,TOTAL,8665,FALSE,FALSE,CO,8,84,62
1920,COLORADO,US SENATE,0,GEN,FALSE,FALSE,,SAMUEL D. NICHOLSON,REPUBLICAN,FALSE,TOTAL,156577,FALSE,FALSE,CO,8,84,62
1920,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,AUGUSTINE LONERGAN,DEMOCRAT,FALSE,TOTAL,131824,FALSE,FALSE,CT,9,16,1
1920,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,JOSEPHINE B. BENNETT,FARMER LABOR,FALSE,TOTAL,2076,FALSE,FALSE,CT,9,16,1
1920,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,EMIL L. G. HOHENTHAL,PROHIBITION,FALSE,TOTAL,2892,FALSE,FALSE,CT,9,16,1
1920,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,FRANK B. BRANDEGEE,REPUBLICAN,FALSE,TOTAL,216792,FALSE,FALSE,CT,9,16,1
1920,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,MARTIN PLUNKETT,SOCIALIST,FALSE,TOTAL,10118,FALSE,FALSE,CT,9,16,1
1920,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,CHARLES J. BACKOFEN,SOCIALIST LABOR,FALSE,TOTAL,1486,FALSE,FALSE,CT,9,16,1
1920,FLORIDA,US SENATE,0,GEN,FALSE,FALSE,,DUNCAN U. FLECTHER,DEMOCRAT,FALSE,TOTAL,98957,FALSE,FALSE,FL,12,59,43
1920,FLORIDA,US SENATE,0,GEN,FALSE,FALSE,,JOHN M. CHENEY,REPUBLICAN,FALSE,TOTAL,37065,FALSE,FALSE,FL,12,59,43
1920,FLORIDA,US SENATE,0,GEN,FALSE,FALSE,,G. A. KLOCK,REPUBLICAN,FALSE,TOTAL,2847,FALSE,FALSE,FL,12,59,43
1920,FLORIDA,US SENATE,0,GEN,FALSE,FALSE,,M. J. MARTIN,SOCIALIST,FALSE,TOTAL,3525,FALSE,FALSE,FL,12,59,43
1920,GEORGIA,US SENATE,0,GEN,FALSE,FALSE,,THOMAS E. WATSON,DEMOCRAT,FALSE,TOTAL,124630,FALSE,FALSE,GA,13,58,44
1920,GEORGIA,US SENATE,0,GEN,FALSE,FALSE,,HARRY S. EDWARDS,PROLEAGUE INDEPENDENT,FALSE,TOTAL,6700,FALSE,FALSE,GA,13,58,44
1920,IDAHO,US SENATE,0,GEN,FALSE,FALSE,,JOHN F. NUGENT,DEMOCRAT,FALSE,TOTAL,64513,FALSE,FALSE,ID,16,82,63
1920,IDAHO,US SENATE,0,GEN,FALSE,FALSE,,FRANK R. GOODING,REPUBLICAN,FALSE,TOTAL,75985,FALSE,FALSE,ID,16,82,63
1920,ILLINOIS,US SENATE,0,GEN,FALSE,FALSE,,PETER A. WALLER,DEMOCRAT,FALSE,TOTAL,554372,FALSE,FALSE,IL,17,33,21
1920,ILLINOIS,US SENATE,0,GEN,FALSE,FALSE,,JOHN FITZPATRICK,FARMER LABOR,FALSE,TOTAL,50749,FALSE,FALSE,IL,17,33,21
1920,ILLINOIS,US SENATE,0,GEN,FALSE,FALSE,,FRANK B. VENNUM,PROHIBITION,FALSE,TOTAL,10186,FALSE,FALSE,IL,17,33,21
1920,ILLINOIS,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM B. MCKINLEY,REPUBLICAN,FALSE,TOTAL,1381384,FALSE,FALSE,IL,17,33,21
1920,ILLINOIS,US SENATE,0,GEN,FALSE,FALSE,,"GEORGE DODD CARRINGTON, JR.",SINGLE TAX,FALSE,TOTAL,784,FALSE,FALSE,IL,17,33,21
1920,ILLINOIS,US SENATE,0,GEN,FALSE,FALSE,,GUSTAVE T. FRAENCKEL,SOCIALIST,FALSE,TOTAL,66463,FALSE,FALSE,IL,17,33,21
1920,ILLINOIS,US SENATE,0,GEN,FALSE,FALSE,,JOSEPH B. MOODY,SOCIALIST LABOR,FALSE,TOTAL,3107,FALSE,FALSE,IL,17,33,21
1920,INDIANA,US SENATE,0,GEN,FALSE,FALSE,,THOMAS TAGGART,DEMOCRAT,FALSE,TOTAL,514191,FALSE,FALSE,IN,18,32,22
1920,INDIANA,US SENATE,0,GEN,FALSE,FALSE,,FRANCIS J. DILLON,FARMER LABOR,FALSE,TOTAL,16804,FALSE,FALSE,IN,18,32,22
1920,INDIANA,US SENATE,0,GEN,FALSE,FALSE,,CULLA BAYHINGER,PROHIBITION,FALSE,TOTAL,13323,FALSE,FALSE,IN,18,32,22
1920,INDIANA,US SENATE,0,GEN,FALSE,FALSE,,JAMES G. WATSON,REPUBLICAN,FALSE,TOTAL,681851,FALSE,FALSE,IN,18,32,22
1920,INDIANA,US SENATE,0,GEN,FALSE,FALSE,,FRANCIS M. WAMPLER,SOCIALIST,FALSE,TOTAL,23395,FALSE,FALSE,IN,18,32,22
1920,IOWA,US SENATE,0,GEN,FALSE,FALSE,,CLAUDE R. PORTER,DEMOCRAT,FALSE,TOTAL,322015,FALSE,FALSE,IA,19,42,31
1920,IOWA,US SENATE,0,GEN,FALSE,FALSE,,H. W. COWLES,FARMER LABOR,FALSE,TOTAL,9020,FALSE,FALSE,IA,19,42,31
1920,IOWA,US SENATE,0,GEN,FALSE,FALSE,,ALBERT B. CUMMINS,REPUBLICAN,FALSE,TOTAL,528499,FALSE,FALSE,IA,19,42,31
1920,IOWA,US SENATE,0,GEN,FALSE,FALSE,,ARTHUR S. DOWLER,SOCIALIST LABOR,FALSE,TOTAL,933,FALSE,FALSE,IA,19,42,31
1920,KANSAS,US SENATE,0,GEN,FALSE,FALSE,,GEORGE H. HODGES,DEMOCRAT,FALSE,TOTAL,170443,FALSE,FALSE,KS,20,47,32
1920,KANSAS,US SENATE,0,GEN,FALSE,FALSE,,CHARLES CURTIS,REPUBLICAN,FALSE,TOTAL,327072,FALSE,FALSE,KS,20,47,32
1920,KANSAS,US SENATE,0,GEN,FALSE,FALSE,,DAN BEEDY,SOCIALIST,FALSE,TOTAL,13417,FALSE,FALSE,KS,20,47,32
1920,KENTUCKY,US SENATE,0,GEN,FALSE,FALSE,,J. C. W. BECKHAM,DEMOCRAT,FALSE,TOTAL,449224,FALSE,FALSE,KY,21,61,51
1920,KENTUCKY,US SENATE,0,GEN,FALSE,FALSE,,RICHARD P. ERNST,REPUBLICAN,FALSE,TOTAL,454226,FALSE,FALSE,KY,21,61,51
1920,LOUISIANA,US SENATE,0,GEN,FALSE,FALSE,,EDWIN S. BROUSSARD,DEMOCRAT,FALSE,TOTAL,94944,FALSE,FALSE,LA,22,72,45
1920,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,JOHN WALTER SMITH,DEMOCRAT,FALSE,TOTAL,169200,FALSE,FALSE,MD,24,52,52
1920,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,"G. D. IVERSON, JR.",INDEPENDENT,FALSE,TOTAL,21345,FALSE,FALSE,MD,24,52,52
1920,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM A. HAWKINS,INDEPENDENT,FALSE,TOTAL,6538,FALSE,FALSE,MD,24,52,52
1920,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,FRANK N. H. LANG,LABOR,FALSE,TOTAL,2569,FALSE,FALSE,MD,24,52,52
1920,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,OVINGTON E. WELLER,REPUBLICAN,FALSE,TOTAL,184999,FALSE,FALSE,MD,24,52,52
1920,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM A. TOOLE,SOCIALIST,FALSE,TOTAL,6559,FALSE,FALSE,MD,24,52,52
1920,MISSOURI,US SENATE,0,GEN,FALSE,FALSE,,BRECKINRIDGE LONG,DEMOCRAT,FALSE,TOTAL,589498,FALSE,FALSE,MO,29,43,34
1920,MISSOURI,US SENATE,0,GEN,FALSE,FALSE,,MALLETT,FARMER LABOR,FALSE,TOTAL,3158,FALSE,FALSE,MO,29,43,34
1920,MISSOURI,US SENATE,0,GEN,FALSE,FALSE,,SELDEN P. SPENCER,REPUBLICAN,FALSE,TOTAL,711161,FALSE,FALSE,MO,29,43,34
1920,MISSOURI,US SENATE,0,GEN,FALSE,FALSE,,ELIAS F. HODGES ,SOCIALIST,FALSE,TOTAL,20002,FALSE,FALSE,MO,29,43,34
1920,MISSOURI,US SENATE,0,GEN,FALSE,FALSE,,TRUDELL,SOCIALIST LABOR,FALSE,TOTAL,1675,FALSE,FALSE,MO,29,43,34
1920,NEVADA,US SENATE,0,GEN,FALSE,FALSE,,CHARLES B. HENDERSON,DEMOCRAT,FALSE,TOTAL,10402,FALSE,FALSE,NV,32,88,65
1920,NEVADA,US SENATE,0,GEN,FALSE,FALSE,,ANNE MARTIN,INDEPENDENT,FALSE,TOTAL,4981,FALSE,FALSE,NV,32,88,65
1920,NEVADA,US SENATE,0,GEN,FALSE,FALSE,,TASKER L. ODDIE,REPUBLICAN,FALSE,TOTAL,11550,FALSE,FALSE,NV,32,88,65
1920,NEVADA,US SENATE,0,GEN,FALSE,FALSE,,JAMES JEPSON,SOCIALIST,FALSE,TOTAL,494,FALSE,FALSE,NV,32,88,65
1920,NEW HAMPSHIRE,US SENATE,0,GEN,FALSE,FALSE,,RAYMOND B. STEPHENS,DEMOCRAT,FALSE,TOTAL,65038,FALSE,FALSE,NH,33,12,4
1920,NEW HAMPSHIRE,US SENATE,0,GEN,FALSE,FALSE,,GEORGE H. MOSES,REPUBLICAN,FALSE,TOTAL,90173,FALSE,FALSE,NH,33,12,4
1920,NEW HAMPSHIRE,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM H. WILKINS,SOCIALIST,FALSE,TOTAL,1004,FALSE,FALSE,NH,33,12,4
1920,NEW YORK,US SENATE,0,GEN,FALSE,FALSE,,HARRY C. WALKER,DEMOCRAT,FALSE,TOTAL,901310,FALSE,FALSE,NY,36,21,13
1920,NEW YORK,US SENATE,0,GEN,FALSE,FALSE,,ROSE SCHNEIDERMAN,FARMER LABOR,FALSE,TOTAL,27934,FALSE,FALSE,NY,36,21,13
1920,NEW YORK,US SENATE,0,GEN,FALSE,FALSE,,ELLA A. BOOLE,PROHIBITION,FALSE,TOTAL,159623,FALSE,FALSE,NY,36,21,13
1920,NEW YORK,US SENATE,0,GEN,FALSE,FALSE,,"JAMES W. WADSWORTH, JR.",REPUBLICAN,FALSE,TOTAL,1434393,FALSE,FALSE,NY,36,21,13
1920,NEW YORK,US SENATE,0,GEN,FALSE,FALSE,,JACOB PANKEN,SOCIALIST,FALSE,TOTAL,208155,FALSE,FALSE,NY,36,21,13
1920,NEW YORK,US SENATE,0,GEN,FALSE,FALSE,,HARRY CARLSON,SOCIALIST LABOR,FALSE,TOTAL,7822,FALSE,FALSE,NY,36,21,13
1920,NORTH CAROLINA,US SENATE,0,GEN,FALSE,FALSE,,LEE S. OVERMAN,DEMOCRAT,FALSE,TOTAL,310504,FALSE,FALSE,NC,37,56,47
1920,NORTH CAROLINA,US SENATE,0,GEN,FALSE,FALSE,,A. E. HOLTON,REPUBLICAN,FALSE,TOTAL,229343,FALSE,FALSE,NC,37,56,47
1920,NORTH DAKOTA,US SENATE,0,GEN,FALSE,FALSE,,H. H. PERRY,DEMOCRAT,FALSE,TOTAL,88495,FALSE,FALSE,ND,38,44,36
1920,NORTH DAKOTA,US SENATE,0,GEN,FALSE,FALSE,,EDWIN F. LADD,REPUBLICAN,FALSE,TOTAL,130614,FALSE,FALSE,ND,38,44,36
1920,OHIO,US SENATE,0,GEN,FALSE,FALSE,,HENRY B. STRONG,,FALSE,TOTAL,2647,FALSE,FALSE,OH,39,31,24
1920,OHIO,US SENATE,0,GEN,FALSE,FALSE,,W. A. JULIAN,DEMOCRAT,FALSE,TOTAL,782650,FALSE,FALSE,OH,39,31,24
1920,OHIO,US SENATE,0,GEN,FALSE,FALSE,,FRANK B. WILLIS,REPUBLICAN,FALSE,TOTAL,1134953,FALSE,FALSE,OH,39,31,24
1920,OKLAHOMA,US SENATE,0,GEN,FALSE,FALSE,,SCOTT FERRIS,DEMOCRAT,FALSE,TOTAL,217783,FALSE,FALSE,OK,40,73,53
1920,OKLAHOMA,US SENATE,0,GEN,FALSE,FALSE,,JOHN W. HARRELD,REPUBLICAN,FALSE,TOTAL,247719,FALSE,FALSE,OK,40,73,53
1920,OKLAHOMA,US SENATE,0,GEN,FALSE,FALSE,,A. A. BAGWELL,SOCIALIST,FALSE,TOTAL,23664,FALSE,FALSE,OK,40,73,53
1920,OREGON,US SENATE,0,GEN,FALSE,FALSE,,GEORGE E. CHAMBERLAIN,DEMOCRAT,FALSE,TOTAL,100133,FALSE,FALSE,OR,41,92,72
1920,OREGON,US SENATE,0,GEN,FALSE,FALSE,,THOMAS A. HAYES,INDEPENDENT,FALSE,TOTAL,4456,FALSE,FALSE,OR,41,92,72
1920,OREGON,US SENATE,0,GEN,FALSE,FALSE,,C. H. SVENSON,INDUSTRIAL LABOR,FALSE,TOTAL,1782,FALSE,FALSE,OR,41,92,72
1920,OREGON,US SENATE,0,GEN,FALSE,FALSE,,ROBERT N. STANFIELD,REPUBLICAN,FALSE,TOTAL,116696,FALSE,FALSE,OR,41,92,72
1920,OREGON,US SENATE,0,GEN,FALSE,FALSE,,ALBERT SLAUGHTER,SOCIALIST,FALSE,TOTAL,6959,FALSE,FALSE,OR,41,92,72
1920,PENNSYLVANIA,US SENATE,0,GEN,FALSE,FALSE,,JOHN A. FARRELL,DEMOCRAT,FALSE,TOTAL,484362,FALSE,FALSE,PA,42,23,14
1920,PENNSYLVANIA,US SENATE,0,GEN,FALSE,FALSE,,ROBERT J. WHEELER,LABOR,FALSE,TOTAL,27401,FALSE,FALSE,PA,42,23,14
1920,PENNSYLVANIA,US SENATE,0,GEN,FALSE,FALSE,,LEAH COBB MARION,PROHIBITION,FALSE,TOTAL,132610,FALSE,FALSE,PA,42,23,14
1920,PENNSYLVANIA,US SENATE,0,GEN,FALSE,FALSE,,BOIES PENROSE,REPUBLICAN,FALSE,TOTAL,1067989,FALSE,FALSE,PA,42,23,14
1920,PENNSYLVANIA,US SENATE,0,GEN,FALSE,FALSE,,SCATTERING,SCATTERING,FALSE,TOTAL,55,FALSE,FALSE,PA,42,23,14
1920,PENNSYLVANIA,US SENATE,0,GEN,FALSE,FALSE,,JOSEPH E. JENNINGS,SINGLE TAX,FALSE,TOTAL,2110,FALSE,FALSE,PA,42,23,14
1920,PENNSYLVANIA,US SENATE,0,GEN,FALSE,FALSE,,BIRCH WILSON,SOCIALIST,FALSE,TOTAL,67316,FALSE,FALSE,PA,42,23,14
1920,SOUTH CAROLINA,US SENATE,0,GEN,FALSE,FALSE,,GEORGE WARREN,,FALSE,TOTAL,1,FALSE,FALSE,SC,45,57,48
1920,SOUTH CAROLINA,US SENATE,0,GEN,FALSE,FALSE,,ELLISON D. SMITH,DEMOCRAT,FALSE,TOTAL,64388,FALSE,FALSE,SC,45,57,48
1920,SOUTH DAKOTA,US SENATE,0,GEN,FALSE,FALSE,,U. S. G. CHERRY,DEMOCRAT,FALSE,TOTAL,36833,FALSE,FALSE,SD,46,45,37
1920,SOUTH DAKOTA,US SENATE,0,GEN,FALSE,FALSE,,TOM AYRES,FARMER LABOR,FALSE,TOTAL,44309,FALSE,FALSE,SD,46,45,37
1920,SOUTH DAKOTA,US SENATE,0,GEN,FALSE,FALSE,,R. O. RICHARDS,INDEPENDENT,FALSE,TOTAL,10032,FALSE,FALSE,SD,46,45,37
1920,SOUTH DAKOTA,US SENATE,0,GEN,FALSE,FALSE,,L. J. MANBECK,INDEPENDENT,FALSE,TOTAL,738,FALSE,FALSE,SD,46,45,37
1920,SOUTH DAKOTA,US SENATE,0,GEN,FALSE,FALSE,,PETER NORBECK,REPUBLICAN,FALSE,TOTAL,92267,FALSE,FALSE,SD,46,45,37
1920,UTAH,US SENATE,0,GEN,FALSE,FALSE,,MILTON H. WELLING,DEMOCRAT,FALSE,TOTAL,56280,FALSE,FALSE,UT,49,87,67
1920,UTAH,US SENATE,0,GEN,FALSE,FALSE,,REED SMOOT,REPUBLICAN,FALSE,TOTAL,82566,FALSE,FALSE,UT,49,87,67
1920,UTAH,US SENATE,0,GEN,FALSE,FALSE,,J. ALEX BEVAN,SOCIALIST,FALSE,TOTAL,7112,FALSE,FALSE,UT,49,87,67
1920,VERMONT,US SENATE,0,GEN,FALSE,FALSE,,HOWARD E. SHAW,DEMOCRAT,FALSE,TOTAL,19580,FALSE,FALSE,VT,50,13,6
1920,VERMONT,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM P. DILLINGHAM,REPUBLICAN,FALSE,TOTAL,69650,FALSE,FALSE,VT,50,13,6
1920,VERMONT,US SENATE,0,GEN,FALSE,FALSE,,SCATTERING,SCATTERING,FALSE,TOTAL,41,FALSE,FALSE,VT,50,13,6
1920,VIRGINIA,US SENATE,0,GEN,FALSE,FALSE,,CARTER GLASS,DEMOCRAT,FALSE,TOTAL,184646,FALSE,FALSE,VA,51,54,40
1920,VIRGINIA,US SENATE,0,GEN,FALSE,FALSE,,J. R. POLLARD,REPUBLICAN,FALSE,TOTAL,17576,FALSE,FALSE,VA,51,54,40
1920,WASHINGTON,US SENATE,0,GEN,FALSE,FALSE,,GEORGE F. COTTERILL,DEMOCRAT,FALSE,TOTAL,68488,FALSE,FALSE,WA,53,91,73
1920,WASHINGTON,US SENATE,0,GEN,FALSE,FALSE,,C. L. FRANCE,FARMER LABOR,FALSE,TOTAL,99309,FALSE,FALSE,WA,53,91,73
1920,WASHINGTON,US SENATE,0,GEN,FALSE,FALSE,,WESLEY L. JONES,REPUBLICAN,FALSE,TOTAL,217069,FALSE,FALSE,WA,53,91,73
1920,WISCONSIN,US SENATE,0,GEN,FALSE,FALSE,,PAUL S. REINSCH,DEMOCRAT,FALSE,TOTAL,89265,FALSE,FALSE,WI,55,35,25
1920,WISCONSIN,US SENATE,0,GEN,FALSE,FALSE,,JAMES THOMPSON,INDEPENDENT,FALSE,TOTAL,235029,FALSE,FALSE,WI,55,35,25
1920,WISCONSIN,US SENATE,0,GEN,FALSE,FALSE,,CLYDE D. MEAD,PROHIBITION,FALSE,TOTAL,5107,FALSE,FALSE,WI,55,35,25
1920,WISCONSIN,US SENATE,0,GEN,FALSE,FALSE,,IRVINE L. LENROOT,REPUBLICAN,FALSE,TOTAL,281576,FALSE,FALSE,WI,55,35,25
1920,WISCONSIN,US SENATE,0,GEN,FALSE,FALSE,,SCATTERING,SCATTERING,FALSE,TOTAL,3,FALSE,FALSE,WI,55,35,25
1920,WISCONSIN,US SENATE,0,GEN,FALSE,FALSE,,FRANK J. WEBER,SOCIALIST,FALSE,TOTAL,66172,FALSE,FALSE,WI,55,35,25
1922,ARIZONA,US SENATE,0,GEN,FALSE,FALSE,,HENRY F. ASHURST,DEMOCRAT,FALSE,TOTAL,39722,FALSE,FALSE,AZ,4,86,61
1922,ARIZONA,US SENATE,0,GEN,FALSE,FALSE,,JAMES H. MCCLINTOCK,REPUBLICAN,FALSE,TOTAL,21358,FALSE,FALSE,AZ,4,86,61
1922,CALIFORNIA,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM J. PEARSON,DEMOCRAT,FALSE,TOTAL,215748,FALSE,FALSE,CA,6,93,71
1922,CALIFORNIA,US SENATE,0,GEN,FALSE,FALSE,,H. CLAY NEEDHAM,PROHIBITION,FALSE,TOTAL,70748,FALSE,FALSE,CA,6,93,71
1922,CALIFORNIA,US SENATE,0,GEN,FALSE,FALSE,,HIRAM W. JOHNSON,REPUBLICAN,FALSE,TOTAL,564422,FALSE,FALSE,CA,6,93,71
1922,CALIFORNIA,US SENATE,0,GEN,FALSE,FALSE,,UPTON SINCLAIR,SOCIALIST,FALSE,TOTAL,56982,FALSE,FALSE,CA,6,93,71
1922,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,THOMAS J. SPELLACY,DEMOCRAT,FALSE,TOTAL,147276,FALSE,FALSE,CT,9,16,1
1922,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,GEORGE P. MCLEAN,REPUBLICAN,FALSE,TOTAL,169524,FALSE,FALSE,CT,9,16,1
1922,CONNECTICUT,US SENATE,0,GEN,FALSE,FALSE,,POLSKY,SOCIALIST,FALSE,TOTAL,6161,FALSE,FALSE,CT,9,16,1
1922,DELAWARE,US SENATE,1,GEN,FALSE,TRUE,1923,THOMAS F. BAYARD,DEMOCRAT,FALSE,TOTAL,36954,FALSE,FALSE,DE,10,51,11
1922,DELAWARE,US SENATE,1,GEN,FALSE,TRUE,1923,FRANK STEPHENS,FORWARD,FALSE,TOTAL,581,FALSE,FALSE,DE,10,51,11
1922,DELAWARE,US SENATE,1,GEN,FALSE,TRUE,1923,COLEMAN DU PONT,REPUBLICAN,FALSE,TOTAL,36894,FALSE,FALSE,DE,10,51,11
1922,DELAWARE,US SENATE,2,GEN,FALSE,FALSE,,THOMAS F. BAYARD,DEMOCRAT,FALSE,TOTAL,37304,FALSE,FALSE,DE,10,51,11
1922,DELAWARE,US SENATE,2,GEN,FALSE,FALSE,,FRANK STEPHENS,FORWARD,FALSE,TOTAL,608,FALSE,FALSE,DE,10,51,11
1922,DELAWARE,US SENATE,2,GEN,FALSE,FALSE,,COLEMAN DU PONT,REPUBLICAN,FALSE,TOTAL,36979,FALSE,FALSE,DE,10,51,11
1922,FLORIDA,US SENATE,0,GEN,FALSE,FALSE,,PARK TRAMMELL,DEMOCRAT,FALSE,TOTAL,45707,FALSE,FALSE,FL,12,59,43
1922,FLORIDA,US SENATE,0,GEN,FALSE,FALSE,,W. C. LAWSON,INDEPENDENT REPUBLICAN,FALSE,TOTAL,6074,FALSE,FALSE,FL,12,59,43
1922,GEORGIA,US SENATE,0,GEN,FALSE,TRUE,1927,WALTER F. GEORGE,DEMOCRAT,FALSE,TOTAL,75838,FALSE,FALSE,GA,13,58,44
1922,INDIANA,US SENATE,0,GEN,FALSE,FALSE,,SAMUEL M. RALSTON,DEMOCRAT,FALSE,TOTAL,558169,FALSE,FALSE,IN,18,32,22
1922,INDIANA,US SENATE,0,GEN,FALSE,FALSE,,ALBERT J. BEVERIDGE,REPUBLICAN,FALSE,TOTAL,524558,FALSE,FALSE,IN,18,32,22
1922,IOWA,US SENATE,0,GEN,FALSE,TRUE,1925,CLYDE L. HERRING,DEMOCRAT,FALSE,TOTAL,227833,FALSE,FALSE,IA,19,42,31
1922,IOWA,US SENATE,0,GEN,FALSE,TRUE,1925,SMITH W. BROOKHART,REPUBLICAN,FALSE,TOTAL,389751,FALSE,FALSE,IA,19,42,31
1922,MAINE,US SENATE,0,GEN,FALSE,FALSE,,OKLEY C. CURTIS,DEMOCRAT,FALSE,TOTAL,74660,FALSE,FALSE,ME,23,11,2
1922,MAINE,US SENATE,0,GEN,FALSE,FALSE,,FREDERICK HALE,REPUBLICAN,FALSE,TOTAL,101026,FALSE,FALSE,ME,23,11,2
1922,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM C. BRUCE,DEMOCRAT,FALSE,TOTAL,160947,FALSE,FALSE,MD,24,52,52
1922,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,ROBERT E. LONG,LABOR,FALSE,TOTAL,2909,FALSE,FALSE,MD,24,52,52
1922,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,JOSEPH I. FRANCE,REPUBLICAN,FALSE,TOTAL,139581,FALSE,FALSE,MD,24,52,52
1922,MARYLAND,US SENATE,0,GEN,FALSE,FALSE,,JAMES L. SMILEY,SOCIALIST,FALSE,TOTAL,2479,FALSE,FALSE,MD,24,52,52
1922,MASSACHUSETTS,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM A. GASTON,DEMOCRAT,FALSE,TOTAL,406776,FALSE,FALSE,MA,25,14,3
1922,MASSACHUSETTS,US SENATE,0,GEN,FALSE,FALSE,,WASHINGTON COOK,INDEPENDENT,FALSE,TOTAL,7836,FALSE,FALSE,MA,25,14,3
1922,MASSACHUSETTS,US SENATE,0,GEN,FALSE,FALSE,,WILLIAM E. WEEKS,PROGRESSIVE,FALSE,TOTAL,4862,FALSE,FALSE,MA,25,14,3
1922,MASSACHUSETTS,US SENATE,0,GEN,FALSE,FALSE,,JOHN A. NICHOLLS,PROHIBITION,FALSE,TOTAL,24866,FALSE,FALSE,MA,25,14,3
1922,MASSACHUSETTS,US SENATE,0,GEN,FALSE,FALSE,,HENRY CABOT LODGE,REPUBLICAN,FALSE,TOTAL,414130,FALSE,FALSE,MA,25,14,3
1922,MASSACHUSETTS,US SENATE,0,GEN,FALSE,FALSE,,JOHN WEAVER SHERMAN,SOCIALIST,FALSE,TOTAL,11678,FALSE,FALSE,MA,25,14,3
